"CRAB_YEAR","AGENCY_CODE","NOV_ROUND_WEIGHT_MTONS","NOV_ROUND_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_ROUND_WEIGHT_MTONS","DEC_ROUND_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","JAN_ROUND_WEIGHT_MTONS","JAN_ROUND_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_ROUND_WEIGHT_MTONS","FEB_ROUND_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_ROUND_WEIGHT_MTONS","MAR_ROUND_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_ROUND_WEIGHT_MTONS","APR_ROUND_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_ROUND_WEIGHT_MTONS","MAY_ROUND_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_ROUND_WEIGHT_MTONS","JUN_ROUND_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_ROUND_WEIGHT_MTONS","JUL_ROUND_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_ROUND_WEIGHT_MTONS","AUG_ROUND_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_ROUND_WEIGHT_MTONS","SEP_ROUND_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_ROUND_WEIGHT_MTONS","OCT_ROUND_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2010","O",6.1,2.4,32473,"",8077.3,1.76,31363824.53,"",1220.2,1.94,5218545.07,"",663.2,2.35,3429139.89,"",233.3,3.75,1931501.23,"",146.3,4.29,1385269.65,"",101.2,3.84,857833.87,"",39.6,3.21,280111.35,"",25.2,3.2,177835.48,"",22.3,3.37,165589.85,"",5.6,3.27,40200.1,"",9.2,1.84,37082.07,"",10549.5,,44919406.09,""
"2010","W",319,2.59,1824781.3,"",1911.5,1.87,7897942.56,"",2426.7,2.02,10827439.29,"",832.2,2.72,4996286.01,"",383.1,4.49,3796185.15,"",165.6,4.82,1760227.05,"",72.5,3.71,593637.1,"",66.4,2.36,345089.56,"",81.2,1.83,327865.9,"",185.8,2.66,1090787.25,"",188.1,2.98,1236887.91,"",586.9,2.89,3742824.79,"",7219,,38439953.87,""
"2010","**",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",0,,0,"*"
"2011","A",72.4,1.74,278440.3,"",7.3,1.77,28722.99,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",407.7,2.24,2014481.13,"",482.3,2.25,2392567.85,"",278.8,2.27,1392816.89,"",129.1,2.25,641384.06,"",249.3,2.25,1234521.12,"",1626.9,,7982934.34,"*"
"2011","C",3202.4,1.71,12059360.9,"",5113,1.75,19726685.25,"",2422,2.32,12384598.04,"",810.8,2.81,5026681.96,"",405,3.43,3065563.77,"",281.1,3.94,2442918.72,"",135.9,4.04,1209192.67,"",93,3.68,755424.37,"",5.8,2.98,37837.55,"",,,,"",,,,"",,,,"",12469,,56708263.23,""
"2011","O",7.3,1.57,25248.63,"",4724.5,1.84,19199510.39,"",3254,2.39,17121648.16,"",725.2,2.88,4601394.52,"",331,3.58,2610111.3,"",311.5,4.13,2833262.15,"",160.2,4.13,1459071.92,"",82.9,3.7,676459.55,"",41.2,3.2,290648.46,"",24.4,3.13,168301.47,"",4.6,3.43,34499.75,"",5.9,1.65,21671.95,"",9672.7,,49041828.25,""
"2011","W",263.1,2.96,1719222.25,"",1664.3,1.98,7282463.92,"",3143,2.53,17544041.2,"",1555.3,2.95,10119034.16,"",685.8,4.17,6297525.27,"",420.6,4.54,4206207.7,"",196.3,4.92,2128671.85,"",94.4,3.6,748564.26,"",67,2.83,417687.64,"",68.9,3.4,516593.95,"",37.2,5.12,419956.85,"",809.3,3.58,6381376,"",9005.2,,57781345.05,""
"2012","A",71.7,2.24,354352.49,"",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",417.2,2.5,2298734.97,"",333.6,2.51,1848379.91,"",158.6,2.49,869637.17,"",30,2.41,158892.49,"",172.2,2.49,946931.39,"",1183.3,,6476928.42,"*"
"2012","C",261.8,2.31,1334627.67,"",4950,2.33,25373129.38,"",4297.6,3.15,29811015.45,"",2993.5,3.3,21774828.43,"",1022.4,3.74,8435945.17,"",458,4.05,4088493.94,"",318.6,4.87,3421650.2,"",143.3,3.75,1185584.91,"",27.4,3.21,193781.44,"",,,,"",,,,"*",.3,3.89,2966.21,"",14472.9,,95622022.8,"*"
"2012","O",9.4,1.31,27274.2,"",2879,2.34,14845635.27,"",1910.4,3.2,13483314.39,"",888.6,3.38,6623773.25,"",326.5,3.85,2770831.05,"",241.1,4.25,2256474.6,"",146.8,4.99,1616597.18,"",49.8,3.45,378004.2,"",27.6,3.41,207080.45,"",13,3.4,97343.5,"",7.6,3.69,61598.55,"",8.9,2.75,54291.65,"",6508.7,,42422218.29,""
"2012","W",76.9,3.18,538896.21,"",1128.2,2.69,6684073.05,"",781.5,3.48,6004514,"",1319.1,3.56,10367523.23,"",440,4.28,4148870.99,"",278.7,4.55,2795397.43,"",105.3,5.2,1208007.05,"",39.5,3.2,278123.9,"",29.8,3.01,197770.8,"",33,3.53,256897.65,"",58.9,3.18,412806.81,"",588,3.44,4460686.6,"",4878.9,,37353567.72,""
"2012","**",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2013","A",60.9,2.49,333919.23,"",8,2.42,42680.81,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",354.3,2.5,1955095.57,"",296.6,2.51,1643737.9,"",112.1,2.45,606647.13,"",13.5,2.46,73094.14,"",332.4,2.49,1824337.22,"",1177.8,,6479512,"*"
"2013","C",1724.1,3.02,11462045.06,"",716.2,3.32,5244535.47,"",5407.7,2.53,30195094.82,"",1773.6,2.79,10914220.07,"",711.2,3.12,4896093.27,"",308.9,3.84,2617467.24,"",274.4,4.76,2879667.38,"",154.9,4.05,1383225.44,"",28.6,3.25,204790.51,"",9.5,3.79,79568.73,"",,,,"*",,,,"*",11109.1,,69876707.99,"*"
"2013","O",10.6,1.3,30332.7,"",311.5,2.32,1592638.85,"",5642.5,2.53,31511786.9,"",1145.4,2.78,7009073.1,"",695.4,3.12,4779474.55,"",217.2,3.66,1752701,"",134.3,4.66,1378877.75,"",62.6,3.69,509621.2,"",36.8,3.29,266933.39,"",19.1,3.56,149449.5,"",.4,4.2,3824,"",.8,4.42,8012.5,"",8276.6,,48992725.44,""
"2013","W",188.8,3.92,1630739,"",205.6,3.26,1475737.8,"",2876.3,2.55,16164826.35,"",2122.1,2.9,13562994.96,"",841.8,3.31,6136226.52,"",259.5,3.83,2189897.75,"",101.6,5.15,1154770.35,"",57.3,3.2,404769.41,"",51.1,3.09,348005.5,"",62.6,3.73,514840.44,"",47.3,4.32,450138.7,"",706.9,3.64,5675395.79,"",7520.9,,49708342.57,""
"2013","**",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",0,,0,"*"
"2014","A",123.3,2.47,671474.44,"",7.3,2.34,37654.1,"",,,,"*",,,,"*",,,,"",,,,"",,,,"*",896.9,2.99,5912432.05,"",777.2,2.99,5119461.73,"",280.3,2.96,1828595.28,"",30.3,2.83,189226.1,"",326.2,2.98,2144766.84,"",2441.5,,15903610.54,"*"
"2014","C",2771.7,3.02,18463683.46,"",2830.2,2.91,18180372.59,"",988,3.63,7901522.85,"",469,4.98,5151794.22,"",324.3,5.5,3931926.62,"",231.3,6.06,3090177.17,"",175.7,6.58,2550710.3,"",131,4.56,1316794.15,"",8.1,3.85,68385.62,"",,,,"",,,,"*",,,,"*",7929.3,,60655366.98,"*"
"2014","O",4.5,1.66,16532.5,"",3849.6,2.81,23821837.96,"",1692.6,3.69,13765421.85,"",433.8,5.48,5243924.7,"",228.9,6.21,3132822.9,"",122.3,6.38,1719341.25,"",96.7,6.64,1415143.43,"",40.1,4.49,396512.25,"",49.6,3.98,435443.75,"",25.7,3.98,225532.75,"",2.4,5.06,26855.25,"",.8,5.79,9982.98,"",6547,,50209351.57,""
"2014","W",244.6,4.7,2533058.8,"",1438.3,2.84,9005223.45,"",1519,4.26,14259166.84,"",513.8,5.6,6342301,"",247.7,6.36,3474235.29,"",94.1,6.55,1358015.43,"",59,6.44,838064.45,"",39.2,3.81,329202.35,"",94.4,3.75,781571.4,"",307.5,4.69,3180284.91,"",182.5,4.08,1642238.95,"",822.5,3.67,6661304.3,"",5562.6,,50404667.17,""
"2014","**",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"*",0,,0,"*"
"2015","A",117.7,2.97,770998.22,"",9.2,3.04,61272.36,"",2.4,3.26,17285.27,"",,,,"*",,,,"*",,,,"",,,,"*",659.2,2.99,4349334.95,"",492.7,2.98,3241632.59,"",177.2,2.95,1152359.86,"",43.9,2.9,280851.1,"",188.5,2.99,1241854.38,"",1690.8,,11115588.73,"*"
"2015","C",3914.4,3.02,26103634.62,"",2127.1,3.57,16762880.73,"",676.7,4.75,7082688.92,"",232.3,6.58,3372607.12,"",158.8,7.53,2637579.92,"",90.7,7.06,1412199.08,"",70.5,6.61,1026644.18,"",84.6,3.83,714608.12,"",101.1,3.39,756003.81,"",,,,"",,,,"",,,,"",7456.2,,59868846.5,""
"2015","O",2,.83,3595.25,"",2711,3.64,21772328.42,"",503.1,4.96,5503252.85,"",128.4,7.65,2165144.99,"",69.5,7.11,1090045.78,"",49,6.9,745890.9,"",68.1,5.3,794960.75,"",66,3.63,527698.2,"",85.9,3.65,691662,"",51.3,3.79,428501.75,"",4.7,5.13,53061.83,"",8.8,4.31,83730.92,"",3747.8,,33859873.64,""
"2015","W",77.2,4.63,788194.2,"",1607.6,3.74,13242217.3,"",1546.4,4.9,16696061.21,"",295.9,7.51,4902150.89,"",139.6,6.41,1972669.75,"",31.3,6.36,439304.73,"",24.6,5.31,287396.04,"",22.6,3.73,186127.3,"",50.4,3.56,396007.1,"",8.1,4.25,75977.4,"",56.5,4.65,579346.75,"",924.6,3.87,7881980.9,"",4784.8,,47447433.57,""
"2016","A",63.9,2.98,420148.99,"",4.9,3.07,32876.16,"",2.7,3.08,18319.71,"",2.8,3.23,19691.21,"",,,,"*",,,,"",7.9,3.19,55263.94,"",555.6,3.05,3735151.26,"",327.8,3.04,2200551.51,"",151.8,3.04,1018965.79,"",38.9,3.09,265152.17,"",152.3,3.05,1023651.67,"",1308.6,,8789772.41,"*"
"2016","C",,,,"",,,,"",,,,"*",,,,"*",266.9,2.94,1728593.09,"",2528.8,3.15,17562720.56,"",2045,3.24,14617161.03,"",664.7,3.44,5036991.54,"",79.2,3.54,617610.19,"",,,,"*",,,,"*",,,,"",5584.6,,39563076.41,"*"
"2016","O",5.4,1.89,22363.11,"",,,,"",4459.5,3.12,30711486.4,"",1222.8,4.73,12761664.3,"",316.1,5.06,3530051.95,"",199.8,4.29,1889012,"",115,4.15,1053082.5,"",52.8,4.26,496378.37,"",43.1,4.3,408341.4,"",34.7,4.27,327006.1,"",5.8,4.8,61284.5,"",6.2,4.39,60020.11,"",6461.2,,51320690.74,""
"2016","W",,,,"*",234.7,6.77,3503144.7,"",3940.1,3.19,27707453.68,"",1075.6,4.8,11382214.52,"",404,5.14,4577056.32,"",142.3,4.49,1410022.65,"",37.7,4.61,383764.24,"",32.7,4.15,299036.2,"",37.4,4.08,335909.25,"",31.3,4.33,298750.32,"",28.1,4.07,251937.22,"",875.1,3.97,7653959.95,"",6839,,57803249.05,"*"
"2016","**",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"2017","A",37.1,3.04,248143.02,"",8.1,3.01,53866.08,"",1.1,3.17,7352.15,"",.5,1.49,1775.13,"",,,,"*",,,,"*",,,,"*",459.4,3.03,3063732.49,"",247.6,2.96,1613771.52,"",48.5,2.41,257499.24,"",18.9,2.46,102847.19,"",223,2.99,1468196.21,"",1044.2,,6817183.03,"*"
"2017","C",2145.4,3.03,14354273.45,"",4370.8,3.04,29264940.49,"",1462.5,2.94,9483325.93,"",828.7,3.04,5557912.29,"",473.9,3.41,3564954.53,"",437.5,4.4,4243227.16,"",335.7,4.59,3400146.1,"",197.7,4.91,2139369.56,"",26.3,4.43,257333.7,"",,,,"*",,,,"",,,,"*",10278.5,,72265483.21,"*"
"2017","O",4.9,1.36,14661.92,"",667.2,3,4417724.75,"",5377.1,2.89,34234808.8,"",2198.9,2.95,14301608.04,"",433.6,3.65,3484447.83,"",294.9,4.97,3232719.31,"",136.5,5.55,1670544.25,"",64.5,5.06,720143.05,"",45.3,4.34,433218.79,"",25.9,4.49,256010.5,"",16.6,4.75,174223.81,"",17.4,3.87,148786.91,"",9282.8,,63088897.96,""
"2017","W",,,,"*",190.1,3.89,1630940.3,"",4622.2,2.93,29871241.42,"",2009.6,3.03,13406688.13,"",597.7,4.3,5669976.19,"",241.4,5.42,2886631.52,"",93.5,6.12,1261216.73,"",36.5,4.9,393542.55,"",44.8,3.92,386790.17,"",46.9,4.36,451136.15,"",20.7,5.45,248990.5,"",928.4,3.98,8142373.23,"",8831.8,,64349526.89,"*"
"2017","**",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"*",0,,0,"*"
"2018","A",4,2.9,25756.45,"",,,,"",.1,0,0,"",,,,"*",,,,"*",,,,"*",13.4,3.08,90726.33,"",752.1,3.02,5006811.62,"",634,3.01,4213515.75,"",316.3,3.02,2107391.77,"",142.3,3.03,950334.21,"",474.8,3.02,3162751.43,"",2337,,15557287.56,"*"
"2018","C",1427,3.38,10629967.17,"",651.9,5.37,7723411,"",255.3,4.54,2553187.44,"",5133.1,2.75,31074211.45,"",1282.6,3.57,10089457.79,"",203,5.6,2505273.54,"",209.5,8.16,3770331.9,"",100.1,5.06,1117815.17,"",26.4,5,291413.6,"",,,,"",,,,"",,,,"",9288.9,,69755069.06,""
"2018","O",12.5,2.39,66105.68,"",1.8,.2,780.25,"",2114.2,2.82,13122928.3,"",6278,2.86,39545436.96,"",1514,4.04,13497148.36,"",273.8,6.97,4206387.5,"",179.2,6.94,2744377.61,"",67.5,5.01,746111.68,"",29.9,4.8,316264.47,"",18.9,5.11,213067.26,"",1.7,5.43,20375,"",3.7,5.08,41475.5,"",10495.2,,74520458.57,""
"2018","W",14.3,4.23,133207.83,"",160.9,6.03,2138176.1,"",1172.5,3.27,8461369.09,"",3285.7,3.15,22799125.36,"",846.3,4.6,8585066.4,"",197.4,8.04,3498466.31,"",128.9,7.32,2080037.72,"",83,4.47,818120,"",46.4,4.33,443370.3,"",53.4,5.12,603004.05,"",23.8,4.95,260010,"",881.3,3.73,7237799.7,"",6893.9,,57057752.86,""
"2019","A",87.4,3.02,581340.7,"",1.1,3.14,7547.95,"",.4,3.69,3303.23,"",1.2,1.85,5073.46,"",,,,"*",,,,"",61.7,2.71,368930.88,"",1177.5,2.78,7227084.31,"",925.9,2.88,5869890.76,"",456.5,2.79,2808899.27,"",168.4,2.7,1000954.31,"",612.5,2.86,3860273.01,"",3492.6,,21733297.88,"*"
"2019","C",888,3.82,7478926.81,"",438.9,4.88,4720261.58,"",2491,3.11,17052460.6,"",1653.3,3.63,13237640.84,"",377.7,4.25,3542431.33,"",97.6,5.27,1135103.69,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",5946.5,,47166824.85,"*"
"2019","O",10.1,3.07,68399,"",2.9,0,0,"",5121.6,3.17,35752569.46,"",2461.9,3.86,20938796.38,"",537.1,4.4,5207241.81,"",176.8,6.39,2491558.9,"",94.5,7.14,1488260.5,"",40.9,5.72,515794.87,"",27,5.04,299454.32,"",9.5,5.24,110118.25,"",.3,5.47,3367.75,"",5.1,4.91,55029.75,"",8487.7,,66930590.99,""
"2019","W",93.9,4.57,946116.49,"",220,5.93,2873298.42,"",3879.9,3.28,28055401.79,"",844.8,4.63,8628588.19,"",397.2,5,4379925.8,"",116.8,7.02,1808195.66,"",82.9,7.19,1312916.61,"",44.5,4.77,467749.56,"",57.8,4.35,555242.12,"",57.2,4.57,575934.55,"",20.7,4.34,198309.35,"",954.7,3.73,7844914.5,"",6770.4,,57646593.04,""
"2019","**",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"2020","A",105,2.88,666782.46,"",4.7,2.72,28281.17,"",1.1,1.56,3915.6,"",2.2,2.1,10225.84,"",,,,"",,,,"",53.5,1.8,212771.05,"",1499.7,1.73,5729833.81,"",1698.2,1.75,6559546.32,"",813.7,1.79,3204453.62,"",573.1,1.84,2329864.14,"",661.3,1.79,2608592.94,"",5412.5,,21354266.95,""
"2020","C",,,,"",2469.2,3.11,16912115.13,"",2283,3.45,17373144.07,"",807.1,3.85,6853703.57,"",360.4,3.58,2845996.42,"",161.6,3.36,1199071.76,"",136.5,4.34,1306435.04,"",35.7,5.14,404675.55,"",10.2,4.78,107336,"",,,,"*",,,,"",,,,"",6263.7,,47002477.54,"*"
"2020","O",13.4,3.71,109368.5,"",146.2,2.97,958194.1,"",5884.5,3.48,45209028.51,"",1959.8,3.73,16132566.4,"",530,3.59,4194342.5,"",254.8,4.47,2508325.85,"",166.7,6.28,2306774.88,"",70.9,4.96,775753.95,"",39.9,4.66,410368.7,"",17.7,4.7,183454,"",4.5,4.8,47431.3,"",6.7,4.93,72876,"",9095.1,,72908484.69,""
"2020","W",141.6,5.2,1624094.65,"",64.5,4.62,657123.5,"",2295.8,3.53,17850095.15,"",1690.9,3.69,13746118.8,"",371.1,3.61,2951662.32,"",163.9,5.33,1926484.25,"",92.8,7.01,1435452.85,"",67.3,4.14,614039.35,"",62.5,3.83,527629.78,"",46.8,4.25,438558.3,"",21.8,4.43,212406.25,"",564.6,5.3,6595878.27,"",5583.6,,48579543.47,""
"2021","A",88.8,1.85,362504.89,"",5.4,2.13,25333.66,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",94.2,,387838.55,""
"2021","C",,,,"",7.8,3.44,59240.7,"",849.2,4.6,8605672.4,"",495.9,5.43,5934985.73,"",183.1,6.77,2731936.91,"",87.9,8.1,1568958.26,"",69.6,10.04,1539268.88,"",8.4,9.74,180184.68,"",,,,"",,,,"",,,,"",,,,"",1701.9,,20620247.56,""
"2021","O",5.3,2.44,28338.18,"",82.4,5.17,939282.9,"",2817.6,3.86,24002916.75,"",1588.3,5.62,19671913.82,"",605.2,6.27,8363152.51,"",234.6,8.39,4339204.3,"",67.7,9.51,1420700.6,"",39,7.42,638412.75,"",36.1,6.25,496711.55,"",21.8,6.15,295002.75,"",,,,"",,,,"",5498,,60195636.11,""
"2021","W",115.2,6.24,1585029.3,"",153.1,8.08,2727901.85,"",96.1,6.57,1392507.85,"",2301.7,4.71,23907840.6,"",1708.3,5.06,19069378.95,"",429.8,7.75,7340043.1,"",90.9,9.26,1854073.71,"",46,6.47,656096.5,"",13.7,5.36,161923,"",3.3,5.64,40642,"",,,,"",,,,"",4958.1,,58735436.86,""
